Hectares ,Seedrate(in Kg),LP_Mainfield(in Tonnes),Nursery area (Cents),LP_nurseryarea(in Tonnes),DAP_20days,Weed28D_thiobencarb,Urea_40Days,Potassh_50Days,Micronutrients_70Days,Pest_60Day(in ml),30DRain( in mm),30DAI(in mm),30_50DRain( in mm),30_50DAI(in mm),51_70DRain(in mm),51_70AI(in mm),71_105DRain(in mm),71_105DAI(in mm),Min temp_D1_D30,Max temp_D1_D30,Min temp_D31_D60,Max temp_D31_D60,Min temp_D61_D90,Max temp_D61_D90,Min temp_D91_D120,Max temp_D91_D120,Inst Wind Speed_D1_D30(in Knots),Inst Wind Speed_D31_D60(in Knots),Inst Wind Speed_D61_D90(in Knots),Inst Wind Speed_D91_D120(in Knots),Relative Humidity_D1_D30,Relative Humidity_D31_D60,Relative Humidity_D61_D90,Relative Humidity_D91_D120,Trash(in bundles),Paddy yield(in Kg),Inst Wind Speed_D61_D90(in Knots)_log,Rain_1_70days,Temp_mean_D1_D30,Yield_per_Hectare,LP_nursery_ratio,Agriblock_enc,Variety_enc,Soil Types_enc,Nursery_enc,Wind Direction_D1_D30_enc,Wind Direction_D31_D60_enc,Wind Direction_D61_D90_enc,Wind Direction_D91_D120_enc,Agriblock_chinnasalem,Agriblock_cuddalore,Agriblock_kallakurichi,Agriblock_kurinjipadi,Agriblock_panruti,Agriblock_sankarapuram,Variety_co_43,Variety_delux ponni,Variety_ponmani,Soil Types_alluvial,Soil Types_clay,Nursery_dry,Nursery_wet,Wind Direction_D1_D30_e,Wind Direction_D1_D30_ene,Wind Direction_D1_D30_nw,Wind Direction_D1_D30_sse,Wind Direction_D1_D30_sw,Wind Direction_D1_D30_w,Wind Direction_D31_D60_ene,Wind Direction_D31_D60_ne,Wind Direction_D31_D60_s,Wind Direction_D31_D60_w,Wind Direction_D31_D60_wnw,Wind Direction_D61_D90_ne,Wind Direction_D61_D90_nne,Wind Direction_D61_D90_nnw,Wind Direction_D61_D90_se,Wind Direction_D61_D90_sw,Wind Direction_D91_D120_nnw,Wind Direction_D91_D120_nw,Wind Direction_D91_D120_s,Wind Direction_D91_D120_sse,Wind Direction_D91_D120_w,Wind Direction_D91_D120_wsw
5.0,125.0,62.5,100.0,5.0,200.0,10.0,135.65,51.9,60.0,3000.0,18.5,20.4,185.6,270.8,167.0,250.0,61.0,64.0,18.5,34.0,16.0,30.0,15.5,31.0,16.0,33.0,4.0,10.0,8.0,10.0,72.0,78.0,88.0,85.0,500.0,28610.0,2.19722457733622,371.1,26.25,5722.0,0.05,1,2,1,0,4,3,2,5,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
5.0,125.0,62.5,100.0,5.0,200.0,10.0,135.65,51.9,75.0,3000.0,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,33.0,18.5,35.0,17.0,32.5,16.0,30.5,10.0,4.0,10.0,6.0,64.6,85.0,84.0,87.0,500.0,27460.0,2.3978952727983707,373.79999999999995,26.25,5492.0,0.05,3,2,0,0,2,2,3,3,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
5.0,125.0,62.5,100.0,5.0,200.0,10.0,135.65,51.9,75.0,3000.0,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35.0,18.0,30.0,17.5,33.5,18.0,33.0,4.0,12.0,8.0,10.0,85.0,96.0,84.0,84.0,400.0,31625.0,2.19722457733622,369.0,27.5,6325.0,0.05,4,1,1,0,1,1,1,4,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5.0,125.0,62.5,100.0,5.0,200.0,8.0,135.65,51.9,75.0,2400.0,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,19.0,33.0,17.0,32.0,16.5,31.5,16.0,32.5,8.0,6.0,8.0,6.0,88.5,95.0,81.0,84.0,400.0,32345.0,2.19722457733622,369.0,26.0,6469.0,0.05,2,1,0,0,5,4,3,2,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
5.0,125.0,62.5,100.0,5.0,200.0,10.0,135.65,51.9,75.0,3000.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32.0,17.5,28.0,18.0,34.0,16.5,35.0,10.0,12.0,10.0,12.0,72.7,91.0,83.0,81.0,360.0,31400.0,2.3978952727983707,369.79999999999995,26.25,6280.0,0.05,5,1,1,0,3,3,4,1,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
5.0,125.0,62.5,100.0,4.0,200.0,10.0,135.65,51.9,60.0,3000.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31.0,15.5,34.0,15.0,33.0,15.0,31.5,6.0,6.0,8.0,10.0,78.6,80.0,92.0,88.0,500.0,30540.0,2.19722457733622,369.79999999999995,24.5,6108.0,0.04,0,2,1,0,0,3,0,0,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
5.0,125.0,62.5,100.0,5.0,200.0,10.0,135.65,51.9,75.0,3000.0,19.6,20.4,185.6,270.8,167.0,250.0,61.0,64.8,18.5,34.0,16.0,30.0,15.5,31.0,16.0,33.0,8.0,10.0,8.0,10.0,72.0,78.0,88.0,85.0,400.0,30905.0,2.19722457733622,372.2,26.25,6181.0,0.05,1,1,1,0,4,3,2,5,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
5.0,125.0,62.5,100.0,5.0,200.0,10.0,135.65,51.9,75.0,3000.0,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34.0,18.5,35.0,17.0,32.5,16.0,30.5,10.0,4.0,10.0,6.0,64.6,85.0,84.0,87.0,450.0,30805.0,2.3978952727983707,373.79999999999995,26.75,6161.0,0.05,5,0,1,0,2,2,3,3,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
5.0,125.0,62.5,100.0,5.0,200.0,10.0,108.52,51.9,75.0,3000.0,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35.0,18.0,30.0,17.5,33.5,18.0,33.0,4.0,12.0,4.0,12.0,85.0,96.0,84.0,79.0,360.0,31535.0,1.6094379124341005,369.0,27.5,6307.0,0.05,4,1,1,0,1,1,1,4,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5.0,125.0,62.5,100.0,5.0,200.0,10.0,135.65,51.9,75.0,3000.0,18.5,21.5,185.2,272.4,165.3,251.7,60.0,64.8,19.0,33.0,17.0,32.0,16.5,31.5,15.5,32.5,8.0,6.0,8.0,6.0,88.5,95.0,81.0,84.0,360.0,24644.0,2.19722457733622,369.0,26.0,4928.8,0.05,2,1,1,0,5,4,3,2,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
5.0,125.0,62.5,80.0,5.0,200.0,10.0,135.65,51.9,75.0,3000.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32.0,17.5,28.0,18.0,34.0,16.5,35.0,8.0,12.0,10.0,12.0,72.7,91.0,83.0,81.0,450.0,30545.0,2.3978952727983707,369.79999999999995,26.25,6109.0,0.0625,5,0,1,0,3,3,4,1,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
5.0,100.0,62.5,100.0,5.0,200.0,10.0,135.65,51.9,75.0,3000.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31.0,15.5,34.0,15.0,33.0,15.0,31.5,6.0,6.0,8.0,10.0,78.6,80.0,84.0,88.0,500.0,31920.0,2.19722457733622,369.79999999999995,24.5,6384.0,0.05,0,2,1,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
5.0,125.0,62.5,80.0,5.0,160.0,10.0,135.65,51.9,75.0,3000.0,19.6,20.4,187.2,270.8,166.1,250.0,61.0,64.0,18.5,34.0,16.0,30.0,15.5,31.0,16.0,33.0,4.0,10.0,8.0,10.0,72.0,78.0,88.0,85.0,360.0,31035.0,2.19722457733622,372.9,26.25,6207.0,0.0625,5,1,1,0,4,3,2,5,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
5.0,125.0,62.5,100.0,5.0,200.0,10.0,135.65,51.9,75.0,3000.0,19.6,20.4,187.2,272.4,167.0,250.0,61.0,64.0,19.5,34.0,18.5,35.0,17.0,32.5,16.0,30.5,10.0,10.0,10.0,6.0,64.6,85.0,84.0,87.0,450.0,30805.0,2.3978952727983707,373.79999999999995,26.75,6161.0,0.05,3,0,0,0,2,2,3,3,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
5.0,100.0,62.5,100.0,5.0,200.0,10.0,135.65,51.9,75.0,3000.0,18.5,21.5,185.6,272.8,165.3,251.7,60.0,65.0,20.0,33.0,18.0,30.0,17.5,33.5,18.0,33.0,4.0,12.0,8.0,12.0,85.0,96.0,84.0,79.0,500.0,30285.0,2.19722457733622,369.4,26.5,6057.0,0.05,4,2,1,0,1,1,1,4,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5.0,125.0,62.5,100.0,5.0,160.0,10.0,135.65,51.9,75.0,3000.0,18.5,21.5,185.2,272.4,165.3,251.7,60.0,65.0,19.0,33.0,17.0,32.0,16.5,31.5,15.5,32.5,8.0,6.0,8.0,6.0,88.5,95.0,81.0,84.0,400.0,32050.0,2.19722457733622,369.0,26.0,6410.0,0.05,2,1,1,0,5,4,3,2,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
5.0,125.0,62.5,100.0,5.0,200.0,8.0,135.65,51.9,75.0,3000.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32.0,17.5,28.0,18.0,34.0,16.5,35.0,8.0,12.0,10.0,12.0,72.7,91.0,83.0,84.0,450.0,30855.0,2.3978952727983707,369.79999999999995,26.25,6171.0,0.05,5,0,0,0,3,3,4,1,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
5.0,125.0,62.5,100.0,5.0,200.0,10.0,108.52,51.9,75.0,3000.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31.0,15.5,34.0,15.0,33.0,15.0,31.5,8.0,6.0,8.0,10.0,78.6,80.0,92.0,88.0,400.0,30250.0,2.19722457733622,369.79999999999995,24.5,6050.0,0.05,5,1,1,0,0,0,0,0,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
5.0,125.0,62.5,100.0,5.0,200.0,10.0,135.65,51.9,75.0,2400.0,19.6,20.4,187.2,272.4,167.0,250.0,61.0,64.0,18.5,34.0,16.0,30.0,15.5,31.0,16.0,33.0,4.0,10.0,8.0,10.0,72.0,78.0,88.0,85.0,500.0,24644.0,2.19722457733622,373.79999999999995,26.25,4928.8,0.05,1,2,1,0,4,3,2,5,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
5.0,125.0,62.5,100.0,5.0,200.0,10.0,135.65,51.9,75.0,3000.0,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.5,34.0,18.5,35.0,17.0,33.0,16.0,30.5,10.0,4.0,10.0,6.0,64.6,85.0,84.0,87.0,450.0,30075.0,2.3978952727983707,373.79999999999995,26.75,6015.0,0.05,3,0,1,0,2,2,3,3,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
5.0,125.0,62.5,100.0,5.0,200.0,10.0,135.65,51.9,75.0,3000.0,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,33.0,18.0,30.0,17.5,33.5,18.0,33.0,4.0,12.0,4.0,12.0,85.0,96.0,84.0,79.0,500.0,31065.0,1.6094379124341005,369.0,26.5,6213.0,0.05,4,2,0,0,3,1,1,4,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5.0,125.0,62.5,100.0,5.0,200.0,8.0,135.65,51.9,60.0,3000.0,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,19.0,33.0,17.0,32.0,17.0,31.5,15.5,32.5,8.0,6.0,8.0,6.0,88.5,95.0,81.0,84.0,400.0,31135.0,2.19722457733622,369.0,26.0,6227.0,0.05,2,1,1,0,3,4,3,2,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
5.0,125.0,62.5,100.0,5.0,200.0,10.0,135.65,51.9,75.0,3000.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32.0,17.5,28.0,18.0,34.0,16.5,35.0,10.0,12.0,10.0,12.0,72.7,91.0,83.0,81.0,450.0,31810.0,2.3978952727983707,369.79999999999995,26.25,6362.0,0.05,5,0,1,0,3,3,4,1,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
5.0,125.0,62.5,100.0,5.0,200.0,10.0,135.65,51.9,75.0,3000.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31.0,15.5,34.0,15.0,33.0,15.0,31.5,6.0,6.0,8.0,10.0,78.6,80.0,92.0,88.0,500.0,30755.0,2.19722457733622,369.79999999999995,24.5,6151.0,0.05,0,2,0,0,0,0,3,0,True,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
5.0,125.0,62.5,100.0,5.0,200.0,10.0,135.65,51.9,75.0,3000.0,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34.0,16.0,30.0,15.5,31.0,16.0,33.0,4.0,10.0,8.0,10.0,72.7,78.0,88.0,85.0,400.0,31815.0,2.19722457733622,373.79999999999995,26.25,6363.0,0.05,1,1,1,0,4,3,2,5,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
5.0,125.0,62.5,100.0,5.0,200.0,10.0,135.65,51.9,75.0,3000.0,19.6,20.4,187.2,270.8,166.1,250.9,61.0,64.0,19.5,34.0,18.5,35.0,17.0,32.5,16.0,30.5,10.0,4.0,10.0,6.0,64.6,85.0,84.0,84.0,450.0,32090.0,2.3978952727983707,372.9,26.75,6418.0,0.05,3,0,0,0,2,2,3,3,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
5.0,125.0,62.5,100.0,5.0,200.0,10.0,135.65,51.9,75.0,3000.0,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35.0,18.0,30.0,17.5,33.5,18.0,33.0,4.0,12.0,4.0,12.0,85.0,96.0,84.0,79.0,360.0,31045.0,1.6094379124341005,369.0,27.5,6209.0,0.05,4,1,0,0,1,1,3,4,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
5.0,125.0,50.0,100.0,5.0,200.0,10.0,135.65,51.9,75.0,3000.0,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,19.5,33.0,17.0,32.0,16.5,31.5,15.5,32.5,8.0,6.0,8.0,6.0,88.5,95.0,81.0,84.0,500.0,32155.0,2.19722457733622,369.0,26.25,6431.0,0.05,5,2,0,0,3,4,3,2,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
5.0,125.0,62.5,100.0,4.0,200.0,10.0,135.65,51.9,75.0,3000.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,19.5,32.0,17.5,28.0,18.0,34.0,16.5,35.0,10.0,12.0,10.0,12.0,72.7,91.0,83.0,81.0,450.0,31400.0,2.3978952727983707,369.79999999999995,25.75,6280.0,0.04,5,0,0,0,3,3,4,1,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
5.0,125.0,62.5,100.0,5.0,200.0,10.0,135.65,51.9,75.0,3000.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31.0,15.5,34.0,15.0,33.0,15.0,31.5,6.0,6.0,8.0,10.0,78.6,80.0,92.0,88.0,500.0,30805.0,2.19722457733622,369.79999999999995,24.5,6161.0,0.05,5,2,0,0,0,0,0,0,False,False,False,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
5.0,125.0,62.5,100.0,5.0,200.0,8.0,135.65,51.9,75.0,3000.0,18.5,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34.0,16.0,30.0,15.5,31.0,16.0,33.0,4.0,10.0,8.0,10.0,72.0,78.0,88.0,85.0,400.0,31555.0,2.19722457733622,372.7,26.25,6311.0,0.05,1,1,1,0,4,3,2,5,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
5.0,125.0,50.0,100.0,5.0,200.0,10.0,135.65,51.9,75.0,3000.0,19.6,20.4,187.2,270.8,167.0,250.9,61.0,64.0,19.5,34.0,18.5,35.0,17.0,33.0,16.0,30.5,10.0,4.0,10.0,6.0,72.7,91.0,84.0,87.0,450.0,30250.0,2.3978952727983707,373.79999999999995,26.75,6050.0,0.05,3,0,1,0,2,2,3,3,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
5.0,125.0,62.5,100.0,5.0,200.0,10.0,135.65,51.9,75.0,3000.0,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35.0,18.0,30.0,17.5,33.5,18.0,33.0,4.0,12.0,4.0,10.0,85.0,96.0,84.0,79.0,500.0,30610.0,1.6094379124341005,369.0,27.5,6122.0,0.05,5,2,1,0,1,1,1,1,False,False,False,False,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
5.0,100.0,62.5,80.0,5.0,200.0,10.0,135.65,51.9,75.0,3000.0,18.5,21.5,185.6,272.8,166.1,251.7,60.0,65.0,19.0,33.0,17.0,32.0,16.5,31.5,15.5,32.5,8.0,6.0,8.0,6.0,88.5,95.0,81.0,84.0,400.0,30575.0,2.19722457733622,370.2,26.0,6115.0,0.0625,2,1,1,0,3,4,3,2,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
5.0,125.0,62.5,100.0,5.0,200.0,10.0,135.65,51.9,75.0,3000.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32.0,17.5,28.0,18.0,34.0,16.5,35.0,10.0,10.0,10.0,12.0,72.7,91.0,83.0,81.0,360.0,31605.0,2.3978952727983707,369.79999999999995,26.25,6321.0,0.05,5,0,1,0,3,3,4,1,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
5.0,125.0,62.5,100.0,5.0,200.0,10.0,135.65,51.9,75.0,3000.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,19.5,31.0,15.5,34.0,15.0,33.0,15.0,31.5,6.0,6.0,8.0,10.0,72.7,91.0,92.0,88.0,400.0,31135.0,2.19722457733622,369.79999999999995,25.25,6227.0,0.05,0,1,1,0,0,3,0,0,True,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
5.0,125.0,62.5,100.0,5.0,200.0,10.0,135.65,51.9,75.0,3000.0,19.6,20.4,187.2,270.8,167.0,250.0,60.2,64.0,18.5,34.0,16.0,30.0,15.5,31.0,16.0,33.0,8.0,10.0,8.0,10.0,72.0,78.0,88.0,85.0,500.0,24644.0,2.19722457733622,373.79999999999995,26.25,4928.8,0.05,1,2,1,0,4,3,2,5,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
5.0,125.0,62.5,100.0,5.0,200.0,10.0,135.65,51.9,60.0,3000.0,19.6,20.4,185.6,272.4,167.0,250.0,61.0,64.0,19.5,34.0,17.5,35.0,17.0,32.5,16.0,30.5,10.0,4.0,10.0,6.0,64.6,85.0,84.0,87.0,500.0,29180.0,2.3978952727983707,372.2,26.75,5836.0,0.05,3,2,1,0,2,2,3,3,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
5.0,125.0,62.5,100.0,5.0,200.0,10.0,135.65,51.9,60.0,3000.0,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35.0,18.0,30.0,17.0,33.5,18.0,33.0,4.0,12.0,8.0,12.0,85.0,96.0,84.0,79.0,500.0,28615.0,2.19722457733622,369.0,27.5,5723.0,0.05,4,2,0,0,3,1,1,4,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5.0,125.0,62.5,100.0,5.0,200.0,10.0,135.65,51.9,75.0,3000.0,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,19.0,33.0,17.0,32.0,16.5,31.5,15.5,32.5,8.0,6.0,8.0,6.0,88.5,95.0,81.0,84.0,500.0,27460.0,2.19722457733622,369.0,26.0,5492.0,0.05,2,2,1,0,5,4,3,2,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
5.0,100.0,62.5,100.0,5.0,200.0,10.0,135.65,51.9,75.0,3000.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32.0,17.5,28.0,18.0,34.0,16.5,35.0,10.0,12.0,10.0,12.0,72.7,91.0,83.0,81.0,450.0,29365.0,2.3978952727983707,369.79999999999995,26.25,5873.0,0.05,5,0,0,0,3,3,4,1,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
5.0,100.0,62.5,100.0,5.0,200.0,10.0,135.65,51.9,75.0,3000.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31.0,15.5,34.0,15.0,33.0,15.0,31.5,8.0,6.0,8.0,10.0,78.6,80.0,92.0,88.0,500.0,29180.0,2.19722457733622,369.79999999999995,24.5,5836.0,0.05,0,2,0,0,0,3,0,0,True,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
5.0,125.0,62.5,100.0,5.0,200.0,10.0,108.52,41.52,75.0,3000.0,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.5,34.0,16.0,30.0,15.5,31.0,16.0,33.0,4.0,10.0,8.0,10.0,72.7,78.0,88.0,85.0,500.0,29580.0,2.19722457733622,373.79999999999995,26.25,5916.0,0.05,1,2,1,0,4,3,2,5,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
5.0,125.0,62.5,100.0,4.0,200.0,10.0,135.65,51.9,75.0,3000.0,19.6,20.4,187.2,270.8,166.1,250.0,61.0,64.0,19.5,34.0,18.5,35.0,17.0,32.5,16.0,30.5,10.0,4.0,10.0,6.0,64.6,85.0,84.0,87.0,500.0,28615.0,2.3978952727983707,372.9,26.75,5723.0,0.04,3,2,0,0,2,2,3,1,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
5.0,125.0,62.5,100.0,5.0,200.0,10.0,135.65,51.9,75.0,3000.0,18.5,21.5,185.2,272.8,166.1,251.7,60.0,65.0,20.0,35.0,17.5,30.0,17.0,33.5,18.0,33.0,4.0,12.0,8.0,12.0,72.7,96.0,84.0,79.0,400.0,31625.0,2.19722457733622,369.79999999999995,27.5,6325.0,0.05,4,1,0,0,1,1,1,4,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5.0,125.0,62.5,100.0,5.0,200.0,10.0,135.65,51.9,75.0,3000.0,18.5,21.5,185.2,272.8,165.3,251.7,60.0,64.8,19.0,33.0,17.0,32.0,16.5,31.5,15.5,33.0,8.0,6.0,8.0,10.0,88.5,95.0,81.0,84.0,400.0,32345.0,2.19722457733622,369.0,26.0,6469.0,0.05,2,1,0,0,5,4,3,2,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
5.0,125.0,62.5,100.0,5.0,200.0,10.0,135.65,51.9,75.0,3000.0,18.1,21.5,185.6,272.4,166.1,250.9,60.2,64.8,20.5,32.0,17.5,28.0,18.0,34.0,16.5,35.0,10.0,12.0,10.0,12.0,72.7,91.0,83.0,81.0,400.0,31400.0,2.3978952727983707,369.79999999999995,26.25,6280.0,0.05,5,1,1,0,3,3,4,1,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
5.0,100.0,50.0,80.0,5.0,200.0,10.0,135.65,51.9,75.0,3000.0,18.1,21.9,185.6,272.4,166.1,250.9,60.2,64.8,18.0,31.0,15.5,34.0,15.0,33.0,15.0,31.5,6.0,6.0,8.0,10.0,78.6,80.0,92.0,88.0,500.0,30540.0,2.19722457733622,369.79999999999995,24.5,6108.0,0.0625,0,2,1,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
